game_id,season,team,venue,date,time,matchup,home_away
2023020001,20232024,TBL,Amalie Arena,2023-10-10,05:30 PM,NSH@TBL,home
2023020001,20232024,NSH,Amalie Arena,2023-10-10,05:30 PM,NSH@TBL,away
2023020002,20232024,CHI,PPG Paints Arena,2023-10-10,08:00 PM,CHI@PIT,away
2023020002,20232024,PIT,PPG Paints Arena,2023-10-10,08:00 PM,CHI@PIT,home
2023020003,20232024,VGK,T-Mobile Arena,2023-10-10,10:30 PM,SEA@VGK,home
2023020003,20232024,SEA,T-Mobile Arena,2023-10-10,10:30 PM,SEA@VGK,away
2023020004,20232024,CAR,PNC Arena,2023-10-11,07:00 PM,OTT@CAR,home
2023020004,20232024,OTT,PNC Arena,2023-10-11,07:00 PM,OTT@CAR,away
2023020005,20232024,TOR,Scotiabank Arena,2023-10-11,07:00 PM,MTL@TOR,home
2023020005,20232024,MTL,Scotiabank Arena,2023-10-11,07:00 PM,MTL@TOR,away
2023020006,20232024,CHI,TD Garden,2023-10-11,07:30 PM,CHI@BOS,away
2023020006,20232024,BOS,TD Garden,2023-10-11,07:30 PM,CHI@BOS,home
2023020007,20232024,WPG,Scotiabank Saddledome,2023-10-11,10:00 PM,WPG@CGY,away
2023020007,20232024,CGY,Scotiabank Saddledome,2023-10-11,10:00 PM,WPG@CGY,home
2023020008,20232024,COL,Crypto.com Arena,2023-10-11,10:00 PM,COL@LAK,away
2023020008,20232024,LAK,Crypto.com Arena,2023-10-11,10:00 PM,COL@LAK,home
2023020009,20232024,EDM,Rogers Arena,2023-10-11,10:00 PM,EDM@VAN,away
2023020009,20232024,VAN,Rogers Arena,2023-10-11,10:00 PM,EDM@VAN,home
2023020010,20232024,NYR,KeyBank Center,2023-10-12,07:00 PM,NYR@BUF,away
2023020010,20232024,BUF,KeyBank Center,2023-10-12,07:00 PM,NYR@BUF,home
2023020011,20232024,PHI,Nationwide Arena,2023-10-12,07:00 PM,PHI@CBJ,away
2023020011,20232024,CBJ,Nationwide Arena,2023-10-12,07:00 PM,PHI@CBJ,home
2023020012,20232024,DET,Prudential Center,2023-10-12,07:30 PM,DET@NJD,away
2023020012,20232024,NJD,Prudential Center,2023-10-12,07:30 PM,DET@NJD,home
2023020013,20232024,DAL,American Airlines Center,2023-10-12,08:00 PM,STL@DAL,home
2023020013,20232024,STL,American Airlines Center,2023-10-12,08:00 PM,STL@DAL,away
2023020014,20232024,MIN,Xcel Energy Center,2023-10-12,08:00 PM,FLA@MIN,home
2023020014,20232024,FLA,Xcel Energy Center,2023-10-12,08:00 PM,FLA@MIN,away
2023020015,20232024,NSH,Bridgestone Arena,2023-10-12,08:00 PM,SEA@NSH,home
2023020015,20232024,SEA,Bridgestone Arena,2023-10-12,08:00 PM,SEA@NSH,away
2023020016,20232024,VGK,SAP Center at San Jose,2023-10-12,10:30 PM,VGK@SJS,away
2023020016,20232024,SJS,SAP Center at San Jose,2023-10-12,10:30 PM,VGK@SJS,home
2023020017,20232024,NJD,Prudential Center,2023-10-13,07:00 PM,ARI@NJD,home
2023020017,20232024,ARI,Prudential Center,2023-10-13,07:00 PM,ARI@NJD,away
2023020018,20232024,WSH,Capital One Arena,2023-10-13,07:30 PM,PIT@WSH,home
2023020018,20232024,PIT,Capital One Arena,2023-10-13,07:30 PM,PIT@WSH,away
2023020019,20232024,OTT,Canadian Tire Centre,2023-10-14,01:00 PM,PHI@OTT,home
2023020019,20232024,PHI,Canadian Tire Centre,2023-10-14,01:00 PM,PHI@OTT,away
2023020020,20232024,WPG,Canada Life Centre,2023-10-14,04:00 PM,FLA@WPG,home
2023020020,20232024,FLA,Canada Life Centre,2023-10-14,04:00 PM,FLA@WPG,away
2023020021,20232024,BOS,TD Garden,2023-10-14,07:00 PM,NSH@BOS,home
2023020021,20232024,NSH,TD Garden,2023-10-14,07:00 PM,NSH@BOS,away
2023020022,20232024,NYR,Nationwide Arena,2023-10-14,07:00 PM,NYR@CBJ,away
2023020022,20232024,CBJ,Nationwide Arena,2023-10-14,07:00 PM,NYR@CBJ,home
2023020023,20232024,DET,Little Caesars Arena,2023-10-14,07:00 PM,TBL@DET,home
2023020023,20232024,TBL,Little Caesars Arena,2023-10-14,07:00 PM,TBL@DET,away
2023020024,20232024,CHI,Centre Bell,2023-10-14,07:00 PM,CHI@MTL,away
2023020024,20232024,MTL,Centre Bell,2023-10-14,07:00 PM,CHI@MTL,home
2023020025,20232024,PIT,PPG Paints Arena,2023-10-14,07:00 PM,CGY@PIT,home
2023020025,20232024,CGY,PPG Paints Arena,2023-10-14,07:00 PM,CGY@PIT,away
2023020026,20232024,TOR,Scotiabank Arena,2023-10-14,07:00 PM,MIN@TOR,home
2023020026,20232024,MIN,Scotiabank Arena,2023-10-14,07:00 PM,MIN@TOR,away
2023020027,20232024,NYI,UBS Arena,2023-10-14,07:30 PM,BUF@NYI,home
2023020027,20232024,BUF,UBS Arena,2023-10-14,07:30 PM,BUF@NYI,away
2023020028,20232024,SEA,Enterprise Center,2023-10-14,08:00 PM,SEA@STL,away
2023020028,20232024,STL,Enterprise Center,2023-10-14,08:00 PM,SEA@STL,home
2023020029,20232024,VAN,Rogers Place,2023-10-14,10:00 PM,VAN@EDM,away
2023020029,20232024,EDM,Rogers Place,2023-10-14,10:00 PM,VAN@EDM,home
2023020030,20232024,SJS,SAP Center at San Jose,2023-10-14,10:00 PM,COL@SJS,home
2023020030,20232024,COL,SAP Center at San Jose,2023-10-14,10:00 PM,COL@SJS,away
2023020031,20232024,ANA,T-Mobile Arena,2023-10-14,10:00 PM,ANA@VGK,away
2023020031,20232024,VGK,T-Mobile Arena,2023-10-14,10:00 PM,ANA@VGK,home
2023020032,20232024,CAR,Crypto.com Arena,2023-10-14,10:30 PM,CAR@LAK,away
2023020032,20232024,LAK,Crypto.com Arena,2023-10-14,10:30 PM,CAR@LAK,home
2023020033,20232024,TBL,Canadian Tire Centre,2023-10-15,07:00 PM,TBL@OTT,away
2023020033,20232024,OTT,Canadian Tire Centre,2023-10-15,07:00 PM,TBL@OTT,home
2023020034,20232024,ANA,Honda Center,2023-10-15,08:30 PM,CAR@ANA,home
2023020034,20232024,CAR,Honda Center,2023-10-15,08:30 PM,CAR@ANA,away
2023020035,20232024,DET,Nationwide Arena,2023-10-16,07:00 PM,DET@CBJ,away
2023020035,20232024,CBJ,Nationwide Arena,2023-10-16,07:00 PM,DET@CBJ,home
2023020036,20232024,FLA,Prudential Center,2023-10-16,07:00 PM,FLA@NJD,away
2023020036,20232024,NJD,Prudential Center,2023-10-16,07:00 PM,FLA@NJD,home
2023020037,20232024,NYR,Madison Square Garden,2023-10-16,07:00 PM,ARI@NYR,home
2023020037,20232024,ARI,Madison Square Garden,2023-10-16,07:00 PM,ARI@NYR,away
2023020038,20232024,TOR,Scotiabank Arena,2023-10-16,07:00 PM,CHI@TOR,home
2023020038,20232024,CHI,Scotiabank Arena,2023-10-16,07:00 PM,CHI@TOR,away
2023020039,20232024,CGY,Capital One Arena,2023-10-16,07:00 PM,CGY@WSH,away
2023020039,20232024,WSH,Capital One Arena,2023-10-16,07:00 PM,CGY@WSH,home
2023020040,20232024,TBL,KeyBank Center,2023-10-17,07:30 PM,TBL@BUF,away
2023020040,20232024,BUF,KeyBank Center,2023-10-17,07:30 PM,TBL@BUF,home
2023020041,20232024,MIN,Centre Bell,2023-10-17,07:00 PM,MIN@MTL,away
2023020041,20232024,MTL,Centre Bell,2023-10-17,07:00 PM,MIN@MTL,home
2023020042,20232024,VAN,Wells Fargo Center,2023-10-17,06:00 PM,VAN@PHI,away
2023020042,20232024,PHI,Wells Fargo Center,2023-10-17,06:00 PM,VAN@PHI,home
2023020043,20232024,NYI,UBS Arena,2023-10-17,07:30 PM,ARI@NYI,home
2023020043,20232024,ARI,UBS Arena,2023-10-17,07:30 PM,ARI@NYI,away
2023020044,20232024,NSH,Bridgestone Arena,2023-10-17,08:00 PM,EDM@NSH,home
2023020044,20232024,EDM,Bridgestone Arena,2023-10-17,08:00 PM,EDM@NSH,away
2023020045,20232024,WPG,Canada Life Centre,2023-10-17,08:00 PM,LAK@WPG,home
2023020045,20232024,LAK,Canada Life Centre,2023-10-17,08:00 PM,LAK@WPG,away
2023020046,20232024,SEA,Climate Pledge Arena,2023-10-17,10:00 PM,COL@SEA,home
2023020046,20232024,COL,Climate Pledge Arena,2023-10-17,10:00 PM,COL@SEA,away
2023020047,20232024,SJS,SAP Center at San Jose,2023-10-17,10:30 PM,CAR@SJS,home
2023020047,20232024,CAR,SAP Center at San Jose,2023-10-17,10:30 PM,CAR@SJS,away
2023020048,20232024,VGK,T-Mobile Arena,2023-10-17,10:30 PM,DAL@VGK,home
2023020048,20232024,DAL,T-Mobile Arena,2023-10-17,10:30 PM,DAL@VGK,away
2023020049,20232024,WSH,Canadian Tire Centre,2023-10-18,07:00 PM,WSH@OTT,away
2023020049,20232024,OTT,Canadian Tire Centre,2023-10-18,07:00 PM,WSH@OTT,home
2023020050,20232024,DET,Little Caesars Arena,2023-10-18,07:30 PM,PIT@DET,home
2023020050,20232024,PIT,Little Caesars Arena,2023-10-18,07:30 PM,PIT@DET,away
2023020051,20232024,BUF,KeyBank Center,2023-10-19,07:00 PM,CGY@BUF,home
2023020051,20232024,CGY,KeyBank Center,2023-10-19,07:00 PM,CGY@BUF,away
2023020052,20232024,FLA,Amerant Bank Arena,2023-10-19,07:00 PM,TOR@FLA,home
2023020052,20232024,TOR,Amerant Bank Arena,2023-10-19,07:00 PM,TOR@FLA,away
2023020053,20232024,NSH,Madison Square Garden,2023-10-19,07:00 PM,NSH@NYR,away
2023020053,20232024,NYR,Madison Square Garden,2023-10-19,07:00 PM,NSH@NYR,home
2023020054,20232024,EDM,Wells Fargo Center,2023-10-19,07:30 PM,EDM@PHI,away
2023020054,20232024,PHI,Wells Fargo Center,2023-10-19,07:30 PM,EDM@PHI,home
2023020055,20232024,TBL,Amalie Arena,2023-10-19,07:00 PM,VAN@TBL,home
2023020055,20232024,VAN,Amalie Arena,2023-10-19,07:00 PM,VAN@TBL,away
2023020056,20232024,LAK,Xcel Energy Center,2023-10-19,08:00 PM,LAK@MIN,away
2023020056,20232024,MIN,Xcel Energy Center,2023-10-19,08:00 PM,LAK@MIN,home
2023020057,20232024,ARI,Enterprise Center,2023-10-19,08:00 PM,ARI@STL,away
2023020057,20232024,STL,Enterprise Center,2023-10-19,08:00 PM,ARI@STL,home
2023020058,20232024,WPG,Canada Life Centre,2023-10-19,08:00 PM,VGK@WPG,home
2023020058,20232024,VGK,Canada Life Centre,2023-10-19,08:00 PM,VGK@WPG,away
2023020059,20232024,ANA,Honda Center,2023-10-19,10:00 PM,DAL@ANA,home
2023020059,20232024,DAL,Honda Center,2023-10-19,10:00 PM,DAL@ANA,away
2023020060,20232024,CAR,Climate Pledge Arena,2023-10-19,10:00 PM,CAR@SEA,away
