season,game_id,team,GN,matchup,home_away,venue,date,time,original_time
20232024,2023020001,NSH,1,NSH@TBL,away,Amalie Arena,2023-10-10,5:30 PM EST,21:30:00
20232024,2023020001,TBL,1,NSH@TBL,home,Amalie Arena,2023-10-10,5:30 PM EST,21:30:00
20232024,2023020002,CHI,1,CHI@PIT,away,PPG Paints Arena,2023-10-10,7:00 PM EST,00:00:00
20232024,2023020002,PIT,1,CHI@PIT,home,PPG Paints Arena,2023-10-10,7:00 PM EST,00:00:00
20232024,2023020003,SEA,1,SEA@VGK,away,T-Mobile Arena,2023-10-10,10:30 PM EST,02:30:00
20232024,2023020003,VGK,1,SEA@VGK,home,T-Mobile Arena,2023-10-10,10:30 PM EST,02:30:00
20232024,2023020004,OTT,1,OTT@CAR,away,PNC Arena,2023-10-11,7:00 PM EST,23:00:00
20232024,2023020004,CAR,1,OTT@CAR,home,PNC Arena,2023-10-11,7:00 PM EST,23:00:00
20232024,2023020005,TOR,1,MTL@TOR,home,Scotiabank Arena,2023-10-11,7:00 PM EST,23:00:00
20232024,2023020005,MTL,1,MTL@TOR,away,Scotiabank Arena,2023-10-11,7:00 PM EST,23:00:00
20232024,2023020006,CHI,2,CHI@BOS,away,TD Garden,2023-10-11,7:30 PM EST,23:30:00
20232024,2023020006,BOS,1,CHI@BOS,home,TD Garden,2023-10-11,7:30 PM EST,23:30:00
20232024,2023020007,WPG,1,WPG@CGY,away,Scotiabank Saddledome,2023-10-11,10:00 PM EST,02:00:00
20232024,2023020007,CGY,1,WPG@CGY,home,Scotiabank Saddledome,2023-10-11,10:00 PM EST,02:00:00
20232024,2023020008,COL,1,COL@LAK,away,Crypto.com Arena,2023-10-11,10:00 PM EST,02:00:00
20232024,2023020008,LAK,1,COL@LAK,home,Crypto.com Arena,2023-10-11,10:00 PM EST,02:00:00
20232024,2023020009,VAN,1,EDM@VAN,home,Rogers Arena,2023-10-11,10:00 PM EST,02:00:00
20232024,2023020009,EDM,1,EDM@VAN,away,Rogers Arena,2023-10-11,10:00 PM EST,02:00:00
20232024,2023020010,BUF,1,NYR@BUF,home,KeyBank Center,2023-10-12,7:00 PM EST,23:00:00
20232024,2023020010,NYR,1,NYR@BUF,away,KeyBank Center,2023-10-12,7:00 PM EST,23:00:00
20232024,2023020011,PHI,1,PHI@CBJ,away,Nationwide Arena,2023-10-12,7:00 PM EST,23:00:00
20232024,2023020011,CBJ,1,PHI@CBJ,home,Nationwide Arena,2023-10-12,7:00 PM EST,23:00:00
20232024,2023020012,DET,1,DET@NJD,away,Prudential Center,2023-10-12,7:30 PM EST,23:30:00
20232024,2023020012,NJD,1,DET@NJD,home,Prudential Center,2023-10-12,7:30 PM EST,23:30:00
20232024,2023020013,STL,1,STL@DAL,away,American Airlines Center,2023-10-12,7:00 PM EST,00:00:00
20232024,2023020013,DAL,1,STL@DAL,home,American Airlines Center,2023-10-12,7:00 PM EST,00:00:00
20232024,2023020014,FLA,1,FLA@MIN,away,Xcel Energy Center,2023-10-12,7:00 PM EST,00:00:00
20232024,2023020014,MIN,1,FLA@MIN,home,Xcel Energy Center,2023-10-12,7:00 PM EST,00:00:00
20232024,2023020015,NSH,2,SEA@NSH,home,Bridgestone Arena,2023-10-12,7:00 PM EST,00:00:00
20232024,2023020015,SEA,2,SEA@NSH,away,Bridgestone Arena,2023-10-12,7:00 PM EST,00:00:00
20232024,2023020016,VGK,2,VGK@SJS,away,SAP Center at San Jose,2023-10-12,10:30 PM EST,02:30:00
20232024,2023020016,SJS,1,VGK@SJS,home,SAP Center at San Jose,2023-10-12,10:30 PM EST,02:30:00
20232024,2023020017,ARI,1,ARI@NJD,away,Prudential Center,2023-10-13,7:00 PM EST,23:00:00
20232024,2023020017,NJD,2,ARI@NJD,home,Prudential Center,2023-10-13,7:00 PM EST,23:00:00
20232024,2023020018,PIT,2,PIT@WSH,away,Capital One Arena,2023-10-13,7:30 PM EST,23:30:00
20232024,2023020018,WSH,1,PIT@WSH,home,Capital One Arena,2023-10-13,7:30 PM EST,23:30:00
20232024,2023020019,PHI,2,PHI@OTT,away,Canadian Tire Centre,2023-10-14,1:00 PM EST,17:00:00
20232024,2023020019,OTT,2,PHI@OTT,home,Canadian Tire Centre,2023-10-14,1:00 PM EST,17:00:00
20232024,2023020020,WPG,2,FLA@WPG,home,Canada Life Centre,2023-10-14,4:00 PM EST,20:00:00
20232024,2023020020,FLA,2,FLA@WPG,away,Canada Life Centre,2023-10-14,4:00 PM EST,20:00:00
20232024,2023020021,NSH,3,NSH@BOS,away,TD Garden,2023-10-14,7:00 PM EST,23:00:00
20232024,2023020021,BOS,2,NSH@BOS,home,TD Garden,2023-10-14,7:00 PM EST,23:00:00
20232024,2023020022,NYR,2,NYR@CBJ,away,Nationwide Arena,2023-10-14,7:00 PM EST,23:00:00
20232024,2023020022,CBJ,2,NYR@CBJ,home,Nationwide Arena,2023-10-14,7:00 PM EST,23:00:00
20232024,2023020023,TBL,2,TBL@DET,away,Little Caesars Arena,2023-10-14,7:00 PM EST,23:00:00
20232024,2023020023,DET,2,TBL@DET,home,Little Caesars Arena,2023-10-14,7:00 PM EST,23:00:00
20232024,2023020024,CHI,3,CHI@MTL,away,Centre Bell,2023-10-14,7:00 PM EST,23:00:00
20232024,2023020024,MTL,2,CHI@MTL,home,Centre Bell,2023-10-14,7:00 PM EST,23:00:00
20232024,2023020025,PIT,3,CGY@PIT,home,PPG Paints Arena,2023-10-14,7:00 PM EST,23:00:00
20232024,2023020025,CGY,2,CGY@PIT,away,PPG Paints Arena,2023-10-14,7:00 PM EST,23:00:00
20232024,2023020026,MIN,2,MIN@TOR,away,Scotiabank Arena,2023-10-14,7:00 PM EST,23:00:00
20232024,2023020026,TOR,2,MIN@TOR,home,Scotiabank Arena,2023-10-14,7:00 PM EST,23:00:00
20232024,2023020027,BUF,2,BUF@NYI,away,UBS Arena,2023-10-14,7:30 PM EST,23:30:00
20232024,2023020027,NYI,1,BUF@NYI,home,UBS Arena,2023-10-14,7:30 PM EST,23:30:00
20232024,2023020028,SEA,3,SEA@STL,away,Enterprise Center,2023-10-14,7:00 PM EST,00:00:00
20232024,2023020028,STL,2,SEA@STL,home,Enterprise Center,2023-10-14,7:00 PM EST,00:00:00
20232024,2023020029,VAN,2,VAN@EDM,away,Rogers Place,2023-10-14,10:00 PM EST,02:00:00
20232024,2023020029,EDM,2,VAN@EDM,home,Rogers Place,2023-10-14,10:00 PM EST,02:00:00
20232024,2023020030,SJS,2,COL@SJS,home,SAP Center at San Jose,2023-10-14,10:00 PM EST,02:00:00
20232024,2023020030,COL,2,COL@SJS,away,SAP Center at San Jose,2023-10-14,10:00 PM EST,02:00:00
20232024,2023020031,ANA,1,ANA@VGK,away,T-Mobile Arena,2023-10-14,10:00 PM EST,02:00:00
20232024,2023020031,VGK,3,ANA@VGK,home,T-Mobile Arena,2023-10-14,10:00 PM EST,02:00:00
20232024,2023020032,CAR,2,CAR@LAK,away,Crypto.com Arena,2023-10-14,10:30 PM EST,02:30:00
20232024,2023020032,LAK,2,CAR@LAK,home,Crypto.com Arena,2023-10-14,10:30 PM EST,02:30:00
20232024,2023020033,TBL,3,TBL@OTT,away,Canadian Tire Centre,2023-10-15,7:00 PM EST,23:00:00
20232024,2023020033,OTT,3,TBL@OTT,home,Canadian Tire Centre,2023-10-15,7:00 PM EST,23:00:00
20232024,2023020034,CAR,3,CAR@ANA,away,Honda Center,2023-10-15,8:30 PM EST,00:30:00
20232024,2023020034,ANA,2,CAR@ANA,home,Honda Center,2023-10-15,8:30 PM EST,00:30:00
20232024,2023020035,CBJ,3,DET@CBJ,home,Nationwide Arena,2023-10-16,7:00 PM EST,23:00:00
20232024,2023020035,DET,3,DET@CBJ,away,Nationwide Arena,2023-10-16,7:00 PM EST,23:00:00
20232024,2023020036,FLA,3,FLA@NJD,away,Prudential Center,2023-10-16,7:00 PM EST,23:00:00
20232024,2023020036,NJD,3,FLA@NJD,home,Prudential Center,2023-10-16,7:00 PM EST,23:00:00
20232024,2023020037,ARI,2,ARI@NYR,away,Madison Square Garden,2023-10-16,7:00 PM EST,23:00:00
20232024,2023020037,NYR,3,ARI@NYR,home,Madison Square Garden,2023-10-16,7:00 PM EST,23:00:00
20232024,2023020038,CHI,4,CHI@TOR,away,Scotiabank Arena,2023-10-16,7:00 PM EST,23:00:00
20232024,2023020038,TOR,3,CHI@TOR,home,Scotiabank Arena,2023-10-16,7:00 PM EST,23:00:00
20232024,2023020039,CGY,3,CGY@WSH,away,Capital One Arena,2023-10-16,7:00 PM EST,23:00:00
20232024,2023020039,WSH,2,CGY@WSH,home,Capital One Arena,2023-10-16,7:00 PM EST,23:00:00
20232024,2023020040,TBL,4,TBL@BUF,away,KeyBank Center,2023-10-17,7:30 PM EST,23:30:00
20232024,2023020040,BUF,3,TBL@BUF,home,KeyBank Center,2023-10-17,7:30 PM EST,23:30:00
20232024,2023020041,MTL,3,MIN@MTL,home,Centre Bell,2023-10-17,7:00 PM EST,23:00:00
20232024,2023020041,MIN,3,MIN@MTL,away,Centre Bell,2023-10-17,7:00 PM EST,23:00:00
20232024,2023020042,VAN,3,VAN@PHI,away,Wells Fargo Center,2023-10-17,7:00 PM EST,23:00:00
20232024,2023020042,PHI,3,VAN@PHI,home,Wells Fargo Center,2023-10-17,7:00 PM EST,23:00:00
20232024,2023020043,ARI,3,ARI@NYI,away,UBS Arena,2023-10-17,7:30 PM EST,23:30:00
20232024,2023020043,NYI,2,ARI@NYI,home,UBS Arena,2023-10-17,7:30 PM EST,23:30:00
20232024,2023020044,EDM,3,EDM@NSH,away,Bridgestone Arena,2023-10-17,7:00 PM EST,00:00:00
20232024,2023020044,NSH,4,EDM@NSH,home,Bridgestone Arena,2023-10-17,7:00 PM EST,00:00:00
20232024,2023020045,LAK,3,LAK@WPG,away,Canada Life Centre,2023-10-17,7:00 PM EST,00:00:00
20232024,2023020045,WPG,3,LAK@WPG,home,Canada Life Centre,2023-10-17,7:00 PM EST,00:00:00
20232024,2023020046,SEA,4,COL@SEA,home,Climate Pledge Arena,2023-10-17,10:00 PM EST,02:00:00
20232024,2023020046,COL,3,COL@SEA,away,Climate Pledge Arena,2023-10-17,10:00 PM EST,02:00:00
20232024,2023020047,CAR,4,CAR@SJS,away,SAP Center at San Jose,2023-10-17,10:30 PM EST,02:30:00
20232024,2023020047,SJS,3,CAR@SJS,home,SAP Center at San Jose,2023-10-17,10:30 PM EST,02:30:00
20232024,2023020048,DAL,2,DAL@VGK,away,T-Mobile Arena,2023-10-17,10:30 PM EST,02:30:00
20232024,2023020048,VGK,4,DAL@VGK,home,T-Mobile Arena,2023-10-17,10:30 PM EST,02:30:00
20232024,2023020049,WSH,3,WSH@OTT,away,Canadian Tire Centre,2023-10-18,7:00 PM EST,23:00:00
20232024,2023020049,OTT,4,WSH@OTT,home,Canadian Tire Centre,2023-10-18,7:00 PM EST,23:00:00
20232024,2023020050,PIT,4,PIT@DET,away,Little Caesars Arena,2023-10-18,7:30 PM EST,23:30:00
20232024,2023020050,DET,4,PIT@DET,home,Little Caesars Arena,2023-10-18,7:30 PM EST,23:30:00
20232024,2023020051,BUF,4,CGY@BUF,home,KeyBank Center,2023-10-19,7:00 PM EST,23:00:00
20232024,2023020051,CGY,4,CGY@BUF,away,KeyBank Center,2023-10-19,7:00 PM EST,23:00:00
20232024,2023020052,TOR,4,TOR@FLA,away,Amerant Bank Arena,2023-10-19,7:00 PM EST,23:00:00
20232024,2023020052,FLA,4,TOR@FLA,home,Amerant Bank Arena,2023-10-19,7:00 PM EST,23:00:00
20232024,2023020053,NSH,5,NSH@NYR,away,Madison Square Garden,2023-10-19,7:00 PM EST,23:00:00
20232024,2023020053,NYR,4,NSH@NYR,home,Madison Square Garden,2023-10-19,7:00 PM EST,23:00:00
20232024,2023020054,EDM,4,EDM@PHI,away,Wells Fargo Center,2023-10-19,7:30 PM EST,23:30:00
20232024,2023020054,PHI,4,EDM@PHI,home,Wells Fargo Center,2023-10-19,7:30 PM EST,23:30:00
20232024,2023020055,VAN,4,VAN@TBL,away,Amalie Arena,2023-10-19,7:00 PM EST,23:00:00
20232024,2023020055,TBL,5,VAN@TBL,home,Amalie Arena,2023-10-19,7:00 PM EST,23:00:00
20232024,2023020056,MIN,4,LAK@MIN,home,Xcel Energy Center,2023-10-19,7:00 PM EST,00:00:00
20232024,2023020056,LAK,4,LAK@MIN,away,Xcel Energy Center,2023-10-19,7:00 PM EST,00:00:00
20232024,2023020057,ARI,4,ARI@STL,away,Enterprise Center,2023-10-19,7:00 PM EST,00:00:00
20232024,2023020057,STL,3,ARI@STL,home,Enterprise Center,2023-10-19,7:00 PM EST,00:00:00
20232024,2023020058,VGK,5,VGK@WPG,away,Canada Life Centre,2023-10-19,7:00 PM EST,00:00:00
20232024,2023020058,WPG,4,VGK@WPG,home,Canada Life Centre,2023-10-19,7:00 PM EST,00:00:00
20232024,2023020059,DAL,3,DAL@ANA,away,Honda Center,2023-10-19,10:00 PM EST,02:00:00
20232024,2023020059,ANA,3,DAL@ANA,home,Honda Center,2023-10-19,10:00 PM EST,02:00:00
20232024,2023020060,SEA,5,CAR@SEA,home,Climate Pledge Arena,2023-10-19,10:00 PM EST,02:00:00
20232024,2023020060,CAR,5,CAR@SEA,away,Climate Pledge Arena,2023-10-19,10:00 PM EST,02:00:00
20232024,2023020061,COL,4,CHI@COL,home,Ball Arena,2023-10-19,10:30 PM EST,02:30:00
20232024,2023020061,CHI,5,CHI@COL,away,Ball Arena,2023-10-19,10:30 PM EST,02:30:00
20232024,2023020062,BOS,3,BOS@SJS,away,SAP Center at San Jose,2023-10-19,10:30 PM EST,02:30:00
20232024,2023020062,SJS,4,BOS@SJS,home,SAP Center at San Jose,2023-10-19,10:30 PM EST,02:30:00
20232024,2023020063,CGY,5,CGY@CBJ,away,Nationwide Arena,2023-10-20,7:00 PM EST,23:00:00
20232024,2023020063,CBJ,4,CGY@CBJ,home,Nationwide Arena,2023-10-20,7:00 PM EST,23:00:00
20232024,2023020064,NJD,4,NJD@NYI,away,UBS Arena,2023-10-20,7:30 PM EST,23:30:00
20232024,2023020064,NYI,3,NJD@NYI,home,UBS Arena,2023-10-20,7:30 PM EST,23:30:00
20232024,2023020065,DET,5,DET@OTT,away,Canadian Tire Centre,2023-10-21,1:00 PM EST,17:00:00
20232024,2023020065,OTT,5,DET@OTT,home,Canadian Tire Centre,2023-10-21,1:00 PM EST,17:00:00
20232024,2023020066,ARI,5,ANA@ARI,home,Mullett Arena,2023-10-21,4:00 PM EST,20:00:00
20232024,2023020066,ANA,4,ANA@ARI,away,Mullett Arena,2023-10-21,4:00 PM EST,20:00:00
20232024,2023020067,NYI,4,NYI@BUF,away,KeyBank Center,2023-10-21,7:00 PM EST,23:00:00
20232024,2023020067,BUF,5,NYI@BUF,home,KeyBank Center,2023-10-21,7:00 PM EST,23:00:00
20232024,2023020068,VAN,5,VAN@FLA,away,Amerant Bank Arena,2023-10-21,7:00 PM EST,23:00:00
20232024,2023020068,FLA,5,VAN@FLA,home,Amerant Bank Arena,2023-10-21,7:00 PM EST,23:00:00
20232024,2023020069,WSH,4,WSH@MTL,away,Centre Bell,2023-10-21,7:00 PM EST,23:00:00
20232024,2023020069,MTL,4,WSH@MTL,home,Centre Bell,2023-10-21,7:00 PM EST,23:00:00
20232024,2023020070,TBL,6,TOR@TBL,home,Amalie Arena,2023-10-21,7:00 PM EST,23:00:00
20232024,2023020070,TOR,5,TOR@TBL,away,Amalie Arena,2023-10-21,7:00 PM EST,23:00:00
20232024,2023020071,CHI,6,VGK@CHI,home,United Center,2023-10-21,7:00 PM EST,00:00:00
20232024,2023020071,VGK,6,VGK@CHI,away,United Center,2023-10-21,7:00 PM EST,00:00:00
20232024,2023020072,PHI,5,PHI@DAL,away,American Airlines Center,2023-10-21,7:00 PM EST,00:00:00
20232024,2023020072,DAL,4,PHI@DAL,home,American Airlines Center,2023-10-21,7:00 PM EST,00:00:00
20232024,2023020073,CBJ,5,CBJ@MIN,away,Xcel Energy Center,2023-10-21,7:00 PM EST,00:00:00
20232024,2023020073,MIN,5,CBJ@MIN,home,Xcel Energy Center,2023-10-21,7:00 PM EST,00:00:00
20232024,2023020074,SJS,5,SJS@NSH,away,Bridgestone Arena,2023-10-21,7:00 PM EST,00:00:00
20232024,2023020074,NSH,6,SJS@NSH,home,Bridgestone Arena,2023-10-21,7:00 PM EST,00:00:00
20232024,2023020075,PIT,5,PIT@STL,away,Enterprise Center,2023-10-21,7:00 PM EST,00:00:00
20232024,2023020075,STL,4,PIT@STL,home,Enterprise Center,2023-10-21,7:00 PM EST,00:00:00
20232024,2023020076,COL,5,CAR@COL,home,Ball Arena,2023-10-21,9:00 PM EST,01:00:00
20232024,2023020076,CAR,6,CAR@COL,away,Ball Arena,2023-10-21,9:00 PM EST,01:00:00
20232024,2023020077,WPG,5,WPG@EDM,away,Rogers Place,2023-10-21,10:00 PM EST,02:00:00
20232024,2023020077,EDM,5,WPG@EDM,home,Rogers Place,2023-10-21,10:00 PM EST,02:00:00
20232024,2023020078,NYR,5,NYR@SEA,away,Climate Pledge Arena,2023-10-21,10:00 PM EST,02:00:00
20232024,2023020078,SEA,6,NYR@SEA,home,Climate Pledge Arena,2023-10-21,10:00 PM EST,02:00:00
20232024,2023020079,BOS,4,BOS@LAK,away,Crypto.com Arena,2023-10-21,10:30 PM EST,02:30:00
20232024,2023020079,LAK,5,BOS@LAK,home,Crypto.com Arena,2023-10-21,10:30 PM EST,02:30:00
20232024,2023020080,CGY,6,CGY@DET,away,Little Caesars Arena,2023-10-22,5:00 PM EST,21:00:00
20232024,2023020080,DET,6,CGY@DET,home,Little Caesars Arena,2023-10-22,5:00 PM EST,21:00:00
20232024,2023020081,ANA,5,BOS@ANA,home,Honda Center,2023-10-22,8:30 PM EST,00:30:00
20232024,2023020081,BOS,5,BOS@ANA,away,Honda Center,2023-10-22,8:30 PM EST,00:30:00
20232024,2023020082,BUF,6,MTL@BUF,home,KeyBank Center,2023-10-23,7:00 PM EST,23:00:00
20232024,2023020082,MTL,5,MTL@BUF,away,KeyBank Center,2023-10-23,7:00 PM EST,23:00:00
20232024,2023020083,TOR,6,TOR@WSH,away,Capital One Arena,2023-10-24,6:00 PM EST,22:00:00
20232024,2023020083,WSH,5,TOR@WSH,home,Capital One Arena,2023-10-24,6:00 PM EST,22:00:00
20232024,2023020084,ANA,6,ANA@CBJ,away,Nationwide Arena,2023-10-24,8:30 PM EST,22:30:00
20232024,2023020084,CBJ,6,ANA@CBJ,home,Nationwide Arena,2023-10-24,8:30 PM EST,22:30:00
20232024,2023020085,BUF,7,BUF@OTT,away,Canadian Tire Centre,2023-10-24,22:45:00,22:45:00
20232024,2023020085,OTT,6,BUF@OTT,home,Canadian Tire Centre,2023-10-24,22:45:00,22:45:00
20232024,2023020086,CAR,7,CAR@TBL,away,Amalie Arena,2023-10-24,7:00 PM EST,23:00:00
20232024,2023020086,TBL,7,CAR@TBL,home,Amalie Arena,2023-10-24,7:00 PM EST,23:00:00
20232024,2023020087,NJD,5,NJD@MTL,away,Centre Bell,2023-10-24,23:15:00,23:15:00
20232024,2023020087,MTL,6,NJD@MTL,home,Centre Bell,2023-10-24,23:15:00,23:15:00
20232024,2023020088,PIT,6,DAL@PIT,home,PPG Paints Arena,2023-10-24,7:30 PM EST,23:30:00
20232024,2023020088,DAL,5,DAL@PIT,away,PPG Paints Arena,2023-10-24,7:30 PM EST,23:30:00
20232024,2023020089,SJS,6,SJS@FLA,away,Amerant Bank Arena,2023-10-24,23:45:00,23:45:00
20232024,2023020089,FLA,6,SJS@FLA,home,Amerant Bank Arena,2023-10-24,23:45:00,23:45:00
20232024,2023020090,COL,6,COL@NYI,away,UBS Arena,2023-10-24,7:00 PM EST,00:00:00
20232024,2023020090,NYI,5,COL@NYI,home,UBS Arena,2023-10-24,7:00 PM EST,00:00:00
20232024,2023020091,SEA,7,SEA@DET,away,Little Caesars Arena,2023-10-24,00:15:00,00:15:00
20232024,2023020091,DET,7,SEA@DET,home,Little Caesars Arena,2023-10-24,00:15:00,00:15:00
20232024,2023020092,BOS,6,BOS@CHI,away,United Center,2023-10-24,8:30 PM EST,00:30:00
20232024,2023020092,CHI,7,BOS@CHI,home,United Center,2023-10-24,8:30 PM EST,00:30:00
20232024,2023020093,WPG,6,STL@WPG,home,Canada Life Centre,2023-10-24,00:45:00,00:45:00
20232024,2023020093,STL,5,STL@WPG,away,Canada Life Centre,2023-10-24,00:45:00,00:45:00
20232024,2023020094,EDM,6,EDM@MIN,away,Xcel Energy Center,2023-10-24,9:00 PM EST,01:00:00
20232024,2023020094,MIN,6,EDM@MIN,home,Xcel Energy Center,2023-10-24,9:00 PM EST,01:00:00
20232024,2023020095,VAN,6,VAN@NSH,away,Bridgestone Arena,2023-10-24,01:15:00,01:15:00
20232024,2023020095,NSH,7,VAN@NSH,home,Bridgestone Arena,2023-10-24,01:15:00,01:15:00
20232024,2023020096,NYR,6,NYR@CGY,away,Scotiabank Saddledome,2023-10-24,01:45:00,01:45:00
20232024,2023020096,CGY,7,NYR@CGY,home,Scotiabank Saddledome,2023-10-24,01:45:00,01:45:00
20232024,2023020097,ARI,6,ARI@LAK,away,Crypto.com Arena,2023-10-24,10:30 PM EST,02:30:00
20232024,2023020097,LAK,6,ARI@LAK,home,Crypto.com Arena,2023-10-24,10:30 PM EST,02:30:00
20232024,2023020098,VGK,7,PHI@VGK,home,T-Mobile Arena,2023-10-24,11:00 PM EST,03:00:00
20232024,2023020098,PHI,6,PHI@VGK,away,T-Mobile Arena,2023-10-24,11:00 PM EST,03:00:00
20232024,2023020099,WSH,6,WSH@NJD,away,Prudential Center,2023-10-25,7:30 PM EST,23:30:00
20232024,2023020099,NJD,6,WSH@NJD,home,Prudential Center,2023-10-25,7:30 PM EST,23:30:00
20232024,2023020100,ANA,7,ANA@BOS,away,TD Garden,2023-10-26,7:00 PM EST,23:00:00
20232024,2023020100,BOS,7,ANA@BOS,home,TD Garden,2023-10-26,7:00 PM EST,23:00:00
20232024,2023020101,SEA,8,SEA@CAR,away,PNC Arena,2023-10-26,7:00 PM EST,23:00:00
20232024,2023020101,CAR,8,SEA@CAR,home,PNC Arena,2023-10-26,7:00 PM EST,23:00:00
20232024,2023020102,DET,8,WPG@DET,home,Little Caesars Arena,2023-10-26,7:00 PM EST,23:00:00
20232024,2023020102,WPG,7,WPG@DET,away,Little Caesars Arena,2023-10-26,7:00 PM EST,23:00:00
20232024,2023020103,MTL,7,CBJ@MTL,home,Centre Bell,2023-10-26,7:00 PM EST,23:00:00
20232024,2023020103,CBJ,7,CBJ@MTL,away,Centre Bell,2023-10-26,7:00 PM EST,23:00:00
20232024,2023020104,MIN,7,MIN@PHI,away,Wells Fargo Center,2023-10-26,7:30 PM EST,23:30:00
20232024,2023020104,PHI,7,MIN@PHI,home,Wells Fargo Center,2023-10-26,7:30 PM EST,23:30:00
20232024,2023020105,COL,7,COL@PIT,away,PPG Paints Arena,2023-10-26,7:00 PM EST,23:00:00
20232024,2023020105,PIT,7,COL@PIT,home,PPG Paints Arena,2023-10-26,7:00 PM EST,23:00:00
20232024,2023020106,SJS,7,SJS@TBL,away,Amalie Arena,2023-10-26,7:00 PM EST,23:00:00
20232024,2023020106,TBL,8,SJS@TBL,home,Amalie Arena,2023-10-26,7:00 PM EST,23:00:00
20232024,2023020107,OTT,7,OTT@NYI,away,UBS Arena,2023-10-26,7:30 PM EST,23:30:00
20232024,2023020107,NYI,6,OTT@NYI,home,UBS Arena,2023-10-26,7:30 PM EST,23:30:00
20232024,2023020108,DAL,6,TOR@DAL,home,American Airlines Center,2023-10-26,7:00 PM EST,00:00:00
20232024,2023020108,TOR,7,TOR@DAL,away,American Airlines Center,2023-10-26,7:00 PM EST,00:00:00
20232024,2023020109,STL,6,STL@CGY,away,Scotiabank Saddledome,2023-10-26,9:00 PM EST,01:00:00
20232024,2023020109,CGY,8,STL@CGY,home,Scotiabank Saddledome,2023-10-26,9:00 PM EST,01:00:00
20232024,2023020110,NYR,7,NYR@EDM,away,Rogers Place,2023-10-26,9:00 PM EST,01:00:00
20232024,2023020110,EDM,7,NYR@EDM,home,Rogers Place,2023-10-26,9:00 PM EST,01:00:00
20232024,2023020111,CHI,8,CHI@VGK,away,T-Mobile Arena,2023-10-27,6:00 PM EST,22:00:00
20232024,2023020111,VGK,8,CHI@VGK,home,T-Mobile Arena,2023-10-27,6:00 PM EST,22:00:00
20232024,2023020112,SJS,8,SJS@CAR,away,PNC Arena,2023-10-27,7:00 PM EST,23:00:00
20232024,2023020112,CAR,9,SJS@CAR,home,PNC Arena,2023-10-27,7:00 PM EST,23:00:00
20232024,2023020113,NJD,7,BUF@NJD,home,Prudential Center,2023-10-27,7:00 PM EST,23:00:00
